year,country,session,happiness_average,happiness_standard_deviation
2022,DOM,77,5.307296248382924,1.136782018111255
2022,DZA,77,5.429832361516035,1.1132409620991257
2022,ECU,77,5.403444786625605,1.1355736911570613
2022,EGY,77,5.433391883706844,1.1301674742580254
2022,ERI,77,5.371186943620178,1.112390356083086
2022,ESP,77,5.452369587453119,1.132181316058643
2022,EST,77,5.285784215784216,1.1537159340659342
2022,ETH,77,5.473397129186602,1.1523511961722488
2022,EU,77,5.356747095621091,1.1258428954423592
2022,FIN,77,5.356529126213593,1.1517341423948215
2022,FJI,77,5.494041878172589,1.160840228426396
2022,FRA,77,5.384521183981427,1.1336733604178757
2022,FSM,77,5.479719848053182,1.133722222222222
2022,GAB,77,5.430336983993261,1.151293091828138
2022,GBR,77,5.533329334133173,1.1441575884823036
2022,GEO,77,5.565066445182724,1.1416172203765227
2022,GHA,77,5.397878598247811,1.15678535669587
2022,GIN,77,5.423873873873874,1.127288416988417
2022,GMB,77,5.514561781609195,1.156630172413793
2022,GNB,77,5.453657407407408,1.1399158950617283
2022,GNQ,77,5.414121900826446,1.119035227272727
2022,GRC,77,5.4074709742554266,1.1409394245330642
2022,GRD,77,5.442209753992231,1.1389736728528268
2022,GTM,77,5.387671691792296,1.1333146147403683
2022,GUY,77,5.496110363391656,1.1322986541049798
2022,HND,77,5.356276686592656,1.1455490179333905
2022,HRV,77,5.455544318857823,1.141497977394408
2022,HTI,77,5.3780921798262185,1.1408154892330942
2022,HUN,77,5.332052173913043,1.145251043478261
2022,IDN,77,5.447073921971253,1.1350214579055444
2022,IND,77,5.500087542087543,1.1411814814814816
2022,IRL,77,5.40877971473851,1.1398031695721076
2022,IRN,77,5.347330701488004,1.140895627087762
2022,IRQ,77,5.405670103092784,1.1413060137457045
2022,ISL,77,5.34871851524525,1.1288117543084402
2022,ISR,77,5.332426813746287,1.157697114976665
2022,ITA,77,5.402561041779707,1.1401061313076506
2022,JAM,77,5.419651226158038,1.153240926430518
2022,JOR,77,5.488660098522168,1.1677011822660095
2022,JPN,77,5.434068604097189,1.1447055740828966
2022,KAZ,77,5.500404564315352,1.1488517634854771
2022,KEN,77,5.473594080338267,1.1421252189670794
2022,KGZ,77,5.471235662148071,1.1278505213764338
2022,KHM,77,5.48392213410238,1.145085075702956
2022,KIR,77,5.491657458563536,1.130000690607735
2022,KNA,77,5.487906162464986,1.1331621148459383
2022,KOR,77,5.577405745062836,1.164665619389587
2022,KWT,77,5.409692863595303,1.1166289069557362
2022,LAO,77,5.533528384279476,1.1394468122270742
2022,LBN,77,5.435726920950802,1.126442509673853
2022,LBR,77,5.5064104729729735,1.1271436655405405
2022,LBY,77,5.441931216931216,1.1513074074074074
2022,LCA,77,5.408960434445306,1.1376864623739336
2022,LIE,77,5.39335626911315,1.1388574159021407
2022,LKA,77,5.455131459655485,1.1331722121486854
2022,LSO,77,5.44077817079333,1.1243176351692774
2022,LTU,77,5.324212193190816,1.1505125098970703
2022,LUX,77,5.4067251075090965,1.1398999338405555
2022,LVA,77,5.383866666666667,1.1485915555555557
2022,MAR,77,5.463640416047548,1.121521792966815
2022,MCO,77,5.445925141242938,1.1274907485875705
2022,MDA,77,5.4430281690140845,1.149302024647887
2022,MDG,77,5.499667481662591,1.1331467970660147
2022,MDV,77,5.501529126213592,1.1387743527508092
2022,MEX,77,5.3353983739837405,1.1253013821138211
2022,MHL,77,5.504264943457188,1.1649261173936454
2022,MKD,77,5.498487690504104,1.1311036733098867
2022,MLI,77,5.3652216358839055,1.1217511873350925
2022,MLT,77,5.453609271523179,1.1332661009933775
2022,MNE,77,5.455591836734694,1.1507550566893423
2022,MNG,77,5.5253969754253305,1.1244588374291116
2022,MOZ,77,5.423793395427603,1.1132771380186282
2022,MRT,77,5.465477239353891,1.120218135095448
2022,MUS,77,5.463649635036496,1.1285546402502606
2022,MWI,77,5.4211728395061725,1.1446695679012346
2022,MYS,77,5.409186893203883,1.1361427791262135
2022,NAM,77,5.483886168910649,1.1276752141982864
2022,NER,77,5.370660091047042,1.1331735204855842
2022,NGA,77,5.423853325046612,1.135263890615289
2022,NIC,77,5.447348551360843,1.122546619841967
2022,NLD,77,5.401837776517301,1.1430357912648894
2022,NOR,77,5.425003300330034,1.149132211221122
2022,NPL,77,5.4246518237802,1.1386245855045003
2022,NRU,77,5.474415189873418,1.143275848101266
2022,NZL,77,5.309848706686189,1.1354581259150804
2022,OMN,77,5.632750233863423,1.1317123479887743
2022,PAK,77,5.36349737797499,1.1436283582089553
2022,PAN,77,5.4772907053394855,1.125398220171391
2022,PER,77,5.456062039957939,1.138374868559411
2022,PHL,77,5.508649651972157,1.1448585614849185
2022,PLW,77,5.52975505857295,1.137514536741214
2022,PNG,77,5.559265267175573,1.1464732188295164
2022,POL,77,5.297781656616946,1.139264900031736
2022,PRK,77,5.400135992747054,1.1356855847688123
2022,PRT,77,5.461174089068826,1.1398901484480433
2022,PRY,77,5.431614906832299,1.1378305235137534
2022,PSE,77,5.366419235511715,1.1498120345252774
2022,QAT,77,5.4430312308634425,1.1383266380894062
2022,ROU,77,5.44331343283582,1.1473960199004976
2022,RUS,77,5.377435807245868,1.130060077383046
2022,RWA,77,5.452054329371816,1.141221222410866
