year,country,session,happiness_average,happiness_standard_deviation
1957,ALB,12,5.364468283582089,1.1160388370646768
1957,ARG,12,5.306003271537622,1.1304955288985825
1957,AUS,12,5.363318307037315,1.1209188580015026
1957,AUT,12,5.480868454661558,1.1135455300127715
1957,BEL,12,5.277920127795527,1.1037985303514377
1957,BGR,12,5.325007072135785,1.1148624941065535
1957,BLR,12,5.3132159533073935,1.1330104280155642
1957,BOL,12,5.3998229342327155,1.1024299325463744
1957,BRA,12,5.43,1.1152921944977607
1957,CAN,12,5.368304739749927,1.1150561209653969
1957,CHL,12,5.397634478289047,1.1171700583279327
1957,CHN,12,5.3254814327965825,1.1315535984226093
1957,COL,12,5.428487074030552,1.108723207990599
1957,CRI,12,5.393231182795699,1.1077424193548389
1957,CSK,12,5.328541234977207,1.1200443224202237
1957,CUB,12,5.379735863095239,1.1210427455357144
1957,DOM,12,5.384682475884245,1.1001092443729903
1957,ECU,12,5.395144043602388,1.121591487152868
1957,EGY,12,5.353582190240612,1.09384827973915
1957,ESP,12,5.41436367179887,1.127234476710193
1957,ETH,12,5.41497277676951,1.120454264972777
1957,FRA,12,5.372273214668669,1.1253293158910571
1957,GBR,12,5.318980126328763,1.1187303189030966
1957,GHA,12,5.520563777307964,1.116998449612403
1957,GRC,12,5.397947508109703,1.1146784134473606
1957,GTM,12,5.398912960851388,1.1199957810718357
1957,HND,12,5.426472081218274,1.1150186294416242
1957,HUN,12,5.327297297297298,1.1344483952702702
1957,IDN,12,5.390464426877471,1.1182885622529644
1957,IND,12,5.36688974099262,1.1104153523368543
1957,IRL,12,5.363225889633831,1.129987261474987
1957,IRN,12,5.4311276657902425,1.1175569967864445
1957,IRQ,12,5.415228915662651,1.1140937951807228
1957,ISR,12,5.33336761487965,1.1197475054704595
1957,ITA,12,5.407591723549488,1.1248818046075084
1957,JOR,12,5.308647660818713,1.1391881944444444
1957,JPN,12,5.441675608749485,1.1119191910854311
1957,KHM,12,5.388406125921724,1.1192076574021554
1957,LAO,12,5.38838327091136,1.1176609238451936
1957,LBN,12,5.36621578334304,1.111718520675597
1957,LBR,12,5.343110091743119,1.1099545412844036
1957,LBY,12,5.391691176470588,1.114059411764706
1957,LKA,12,5.410152306353351,1.115237815491732
1957,MAR,12,5.4775,1.118405787037037
1957,MEX,12,5.386543531044052,1.1071497745404093
1957,MMR,12,5.400902919212491,1.1059217922606925
1957,MYS,12,5.481412508784259,1.1251351370344342
